44 42
1400 1100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	1	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5	6	7	8	0	0	0	3	3	4	3	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	9	10	11	12	13	13	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	14	15	16	17	13	13	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	13	13	13	13	13	15	13	13	15	15	3	4	0	18	18	19	20	21	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	13	22	23	13	13	15	24	24	15	15	0	0	0	25	25	26	27	28	29	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15	15	15	15	15	15	15	15	15	15	0	0	0	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15	15	15	15	15	15	15	15	15	15	21	30	21	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	89	90	0	0	0	0	0
0	0	15	15	15	15	15	15	15	15	15	15	15	87	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	92	93	0	0	0	0	0
0	0	15	15	15	15	15	15	15	15	15	15	0	0	0	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	94	94	0	0	0	0	0
0	0	31	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	94	94	0	0	0	0	0
0	0	31	32	0	21	33	34	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	35	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0
0	0	31	32	0	21	21	36	37	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0	0	0	95	95	95	95	96	95	95	95	95	0	0
0	0	31	32	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	95	95	95	95	96	95	95	95	95	0	0
0	0	31	32	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	96	96	96	96	96	96	96	96	96	0	0
0	0	31	32	0	1	1	1	1	0	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	95	96	96	96	96	96	96	96	96	96	95	0
0	0	31	32	0	3	3	3	3	0	4	1	3	3	3	0	38	39	40	38	0	41	42	43	0	15	15	0	0	0	0	0	96	96	96	96	96	96	96	96	96	96	96	0
0	0	31	32	0	4	0	1	4	0	4	3	4	1	4	0	44	45	46	47	0	48	49	50	0	15	15	0	0	0	0	0	0	96	96	96	96	96	96	96	96	96	0	0
