10 22
400 400
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	89	90	0	0	0	0
0	0	0	0	91	92	0	0	0	0
0	0	0	0	88	88	0	0	0	0
0	0	0	0	88	88	0	0	0	0
0	0	0	0	98	98	0	0	0	0
0	95	95	95	96	97	95	95	95	0
0	95	95	95	96	97	95	95	95	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0 	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	98	98	98	98	98	98	98	98	0
0	0	0	0	98	98	0	0	0	0
